chrom,start,end,dose,strength_tier,young,middle,old
chr13,36130830,36131078,1nM,strong,0,0,0
chr13,36629699,36629901,1nM,strong,0,0,0
chr13,38684467,38685179,1nM,strong,0,0,0
chr13,40665433,40665668,1nM,strong,0,0,0
chr13,40993819,40994178,1nM,strong,0,0,0
chr13,41016405,41016704,1nM,strong,0,1,0
chr13,41017128,41017510,1nM,strong,0,0,0
chr13,41101910,41102206,1nM,strong,0,0,0
chr13,44269013,44269257,1nM,strong,0,0,0
chr13,44311194,44311442,1nM,strong,0,0,0
chr13,45368523,45368781,1nM,strong,0,0,0
chr13,46120231,46120708,1nM,strong,0,0,0
chr13,46135244,46135448,1nM,strong,0,0,0
chr13,46143276,46143473,1nM,strong,0,0,0
chr13,51919668,51919872,1nM,strong,0,0,0
chr13,98293162,98293520,1nM,strong,0,0,0
chr13,98300929,98301231,1nM,strong,0,0,0
chr13,112968755,112969161,1nM,strong,0,0,0
chr13,113863839,113864094,1nM,strong,0,0,0
chr13,113928636,113928991,1nM,strong,0,0,0
chr14,22766741,22767043,1nM,strong,0,0,0
chr14,22886796,22887035,1nM,strong,0,0,0
chr14,23640594,23640787,1nM,strong,0,0,0
chr14,32509677,32509901,1nM,strong,0,0,0
chr14,33781368,33781704,1nM,strong,0,0,0
chr14,35340888,35341083,1nM,strong,0,0,0
chr14,36656253,36656547,1nM,strong,0,0,0
chr14,36701033,36701396,1nM,strong,0,0,0
chr14,36856158,36856490,1nM,strong,0,0,0
chr14,37012760,37013041,1nM,strong,0,0,0
chr14,43901947,43902158,1nM,strong,0,0,0
chr14,45891511,45891705,1nM,strong,0,0,0
chr14,45892604,45892885,1nM,strong,0,0,0
chr14,50003816,50004042,1nM,strong,0,0,0
chr14,53231293,53231577,1nM,strong,0,0,0
chr14,53943497,53943815,1nM,strong,0,0,0
chr14,55271859,55272037,1nM,strong,0,0,0
chr14,59361228,59361556,1nM,strong,0,0,0
chr14,60862432,60862630,1nM,strong,0,0,0
chr14,61485188,61485470,1nM,strong,0,0,0
chr14,61514192,61514494,1nM,strong,0,0,0
chr14,61559281,61559592,1nM,strong,0,0,1
chr14,61714064,61714312,1nM,strong,0,0,0
chr14,63547781,63548283,1nM,strong,0,1,0
chr14,64234974,64235322,1nM,strong,0,0,0
chr14,65118114,65118813,1nM,strong,0,0,0
chr14,65256224,65256480,1nM,strong,0,0,0
chr14,67480091,67480391,1nM,strong,0,0,0
chr14,67533725,67534051,1nM,strong,0,0,0
chr14,68177733,68178107,1nM,strong,0,0,0
chr14,68255912,68256158,1nM,strong,0,0,0
chr14,68306708,68307104,1nM,strong,0,0,0
chr14,68393539,68393866,1nM,strong,0,0,0
chr14,68458291,68458480,1nM,strong,0,0,0
chr14,68458987,68459409,1nM,strong,0,0,0
chr14,68570010,68570457,1nM,strong,0,0,0
chr14,68944777,68945008,1nM,strong,0,1,0
chr14,68945854,68946213,1nM,strong,0,0,0
chr14,68977398,68977643,1nM,strong,0,0,0
chr14,69357656,69357865,1nM,strong,0,0,0
chr14,71500676,71501065,1nM,strong,0,1,1
chr14,73602160,73602429,1nM,strong,0,1,0
chr14,73756626,73756934,1nM,strong,0,0,0
chr14,73782581,73782891,1nM,strong,0,0,1
chr14,73784761,73785054,1nM,strong,0,0,0
chr14,74308816,74309060,1nM,strong,0,1,0
chr14,74922391,74922721,1nM,strong,0,0,0
chr14,75069747,75069999,1nM,strong,0,0,0
chr14,75255055,75255293,1nM,strong,0,0,0
chr14,75258657,75258849,1nM,strong,0,0,0
chr14,75260033,75260388,1nM,strong,0,0,0
chr14,75283239,75283485,1nM,strong,0,0,0
chr14,75521304,75521754,1nM,strong,0,0,0
chr14,75535847,75536399,1nM,strong,0,0,0
chr14,75562066,75562438,1nM,strong,0,0,0
chr14,75566419,75566624,1nM,strong,0,0,0
chr14,76900502,76900764,1nM,strong,0,0,0
chr14,76919314,76919602,1nM,strong,0,0,0
chr14,77004765,77004994,1nM,strong,0,0,0
chr14,77007442,77007678,1nM,strong,0,0,0
chr14,77099707,77100043,1nM,strong,0,0,0
chr14,77111246,77111424,1nM,strong,0,0,0
chr14,77400192,77400669,1nM,strong,0,0,0
chr14,79413515,79413932,1nM,strong,0,0,0
chr14,90503453,90504181,1nM,strong,0,1,0
chr14,90512215,90512674,1nM,strong,0,0,0
chr14,90513366,90513635,1nM,strong,0,0,0
chr14,91126378,91126635,1nM,strong,0,0,1
chr14,91276492,91276748,1nM,strong,0,0,0
chr14,91291138,91291332,1nM,strong,0,0,0
chr14,91325947,91326738,1nM,strong,0,1,0
chr14,91382531,91382845,1nM,strong,0,0,0
chr14,91393044,91393397,1nM,strong,0,0,0
chr14,91394256,91394652,1nM,strong,0,0,0
chr14,91418090,91418527,1nM,strong,0,0,0
chr14,92963695,92964165,1nM,strong,0,0,0
chr14,92988124,92988363,1nM,strong,0,0,0
chr14,93011663,93011962,1nM,strong,0,0,0
chr14,93017377,93017756,1nM,strong,0,0,0
chr14,94390708,94391051,1nM,strong,0,0,0
chr14,95056460,95057094,1nM,strong,0,0,0
chr14,95197671,95197938,1nM,strong,0,0,0
chr14,95516107,95516362,1nM,strong,0,0,0
chr14,96106111,96106305,1nM,strong,0,0,0
chr14,96117503,96117682,1nM,strong,0,0,0
chr14,96148703,96148904,1nM,strong,0,0,0
chr14,96263882,96264160,1nM,strong,0,0,0
chr14,96574371,96574554,1nM,strong,0,0,0
chr14,96574732,96575229,1nM,strong,0,0,0
chr14,98806526,98806890,1nM,strong,0,0,0
chr14,98891252,98891519,1nM,strong,0,0,0
chr14,98899538,98899728,1nM,strong,0,0,0
chr14,98903493,98903827,1nM,strong,0,0,0
chr14,99207627,99207831,1nM,strong,0,0,0
chr14,99590643,99590881,1nM,strong,0,0,0
chr14,99964915,99965427,1nM,strong,0,0,0
chr14,100012335,100012659,1nM,strong,0,0,0
chr14,100096473,100096849,1nM,strong,0,0,0
chr14,100137215,100137554,1nM,strong,0,0,0
chr14,101408499,101408698,1nM,strong,0,0,0
chr14,103693419,103693860,1nM,strong,0,0,0
chr14,103880092,103880305,1nM,strong,0,0,0
chr14,105032266,105032689,1nM,strong,1,0,0
chr14,105050410,105050646,1nM,strong,0,0,0
chr14,105559402,105559716,1nM,strong,0,0,0
chr15,29823097,29823305,1nM,strong,0,0,0
chr15,31441039,31441281,1nM,strong,0,0,0
chr15,33067864,33068296,1nM,strong,0,0,0
chr15,39629621,39629820,1nM,strong,0,0,0
chr15,39668493,39668817,1nM,strong,0,0,0
chr15,44194598,44194894,1nM,strong,0,0,0
chr15,50181403,50181877,1nM,strong,0,0,0
chr15,50765032,50765299,1nM,strong,0,0,0
chr15,50854744,50854976,1nM,strong,0,0,0
chr15,52185315,52185563,1nM,strong,0,0,0
chr15,57591604,57592130,1nM,strong,0,0,0
chr15,62832294,62832780,1nM,strong,0,0,0
chr15,63019718,63019945,1nM,strong,0,0,0
chr15,63379928,63380154,1nM,strong,0,0,0
chr15,63380588,63380803,1nM,strong,0,0,0
chr15,63387812,63388095,1nM,strong,0,0,0
chr15,63945795,63946031,1nM,strong,0,0,0
chr15,65286221,65286430,1nM,strong,0,0,0
chr15,69482699,69483052,1nM,strong,0,0,0
chr15,70016166,70016604,1nM,strong,0,0,0
chr15,70093370,70093548,1nM,strong,0,0,0
chr15,70321091,70321604,1nM,strong,0,0,0
chr15,70323002,70323207,1nM,strong,0,0,0
chr15,70324125,70324360,1nM,strong,0,0,0
chr15,70362326,70362672,1nM,strong,0,0,0
chr15,70378100,70378446,1nM,strong,0,0,0
chr15,70462933,70463393,1nM,strong,0,0,0
chr15,71079138,71079379,1nM,strong,0,0,0
chr15,71083924,71084174,1nM,strong,0,0,0
chr15,71096631,71097055,1nM,strong,0,0,0
chr15,71104738,71105066,1nM,strong,0,0,0
chr15,71975415,71975725,1nM,strong,0,0,0
chr15,73710133,73710469,1nM,strong,0,0,0
chr15,74725916,74726149,1nM,strong,0,0,0
chr15,74771011,74771241,1nM,strong,0,0,0
chr15,74789092,74789355,1nM,strong,0,0,0
chr15,74817204,74817762,1nM,strong,0,1,0
chr15,74937636,74937873,1nM,strong,0,0,0
chr15,75036096,75036594,1nM,strong,0,0,0
chr15,75682422,75682676,1nM,strong,0,0,0
chr15,80668138,80668329,1nM,strong,0,0,0
chr15,80679443,80679725,1nM,strong,0,0,0
chr15,80696852,80697065,1nM,strong,0,0,0
chr15,81092034,81092372,1nM,strong,0,0,0
chr15,81398589,81398843,1nM,strong,0,0,0
chr15,82952160,82952440,1nM,strong,0,0,0
chr15,89115591,89115904,1nM,strong,0,0,0
chr15,89121461,89121678,1nM,strong,0,0,0
chr15,89450469,89450797,1nM,strong,0,0,0
chr15,89998316,89998581,1nM,strong,0,0,0
chr15,90991706,90992074,1nM,strong,0,0,0
chr15,92639183,92639483,1nM,strong,0,0,0
chr15,92645543,92645913,1nM,strong,0,0,0
chr15,92745974,92746294,1nM,strong,0,1,0
chr15,94792447,94792725,1nM,strong,0,0,0
chr15,95895598,95895882,1nM,strong,0,0,0
chr15,95911587,95911938,1nM,strong,0,0,0
chr15,96336937,96337292,1nM,strong,0,0,0
chr15,96339401,96339664,1nM,strong,0,0,0
chr15,98758316,98758538,1nM,strong,0,0,0
chr15,98763608,98763961,1nM,strong,0,0,0
chr15,99564998,99565329,1nM,strong,0,0,0
chr15,100517159,100517516,1nM,strong,0,0,0
chr15,101167824,101168072,1nM,strong,0,0,0
chr15,101611786,101612119,1nM,strong,0,0,0
chr16,316817,317050,1nM,strong,0,0,0
chr16,327165,327431,1nM,strong,0,0,0
chr16,450571,450880,1nM,strong,0,0,0
chr16,451652,451925,1nM,strong,0,1,0
chr16,588185,588415,1nM,strong,0,0,1
chr16,1287665,1288379,1nM,strong,0,0,0
chr16,1296968,1297255,1nM,strong,0,0,0
chr16,1378893,1379223,1nM,strong,0,0,0
chr16,1414863,1415187,1nM,strong,0,0,0
chr16,2329661,2329959,1nM,strong,0,0,0
chr16,2719224,2719587,1nM,strong,0,0,0
chr16,2912431,2912658,1nM,strong,0,0,0
chr16,3166458,3166987,1nM,strong,0,0,0
chr16,4113447,4113721,1nM,strong,0,0,0
chr16,4142547,4142757,1nM,strong,0,1,0
chr16,4152150,4152655,1nM,strong,0,0,0
chr16,4176856,4177062,1nM,strong,0,1,0
chr16,4260521,4260729,1nM,strong,0,0,0
chr16,4369024,4369438,1nM,strong,0,0,0
chr16,4371505,4371796,1nM,strong,0,0,0
chr16,4616475,4616747,1nM,strong,0,0,0
chr16,8679302,8679518,1nM,strong,0,0,0
chr16,9047695,9047992,1nM,strong,0,0,0
chr16,10590451,10590698,1nM,strong,0,0,0
chr16,10594574,10594884,1nM,strong,0,0,0
chr16,11127906,11128213,1nM,strong,0,0,0
chr16,14370324,14370524,1nM,strong,0,0,0
chr16,16973808,16974569,1nM,strong,0,0,0
chr16,17315689,17316014,1nM,strong,0,0,0
chr16,17459585,17459881,1nM,strong,0,0,0
chr16,19987755,19988359,1nM,strong,0,1,0
chr16,20014107,20014395,1nM,strong,0,0,0
chr16,21511545,21511801,1nM,strong,0,0,0
chr16,21512563,21512853,1nM,strong,0,0,0
chr16,23079650,23080050,1nM,strong,0,0,0
chr16,23137862,23138270,1nM,strong,0,0,0
chr16,23148590,23148888,1nM,strong,0,0,0
chr16,25040368,25040897,1nM,strong,0,0,0
chr16,25119594,25119867,1nM,strong,0,0,0
chr16,27898013,27898327,1nM,strong,0,0,0
chr16,28609788,28610026,1nM,strong,0,0,0
chr16,29290897,29291154,1nM,strong,0,0,0
chr16,29310699,29311247,1nM,strong,0,0,0
chr16,35524037,35524312,1nM,strong,0,0,0
chr16,53045460,53045799,1nM,strong,0,0,0
chr16,53099393,53099899,1nM,strong,0,0,0
chr16,53775587,53775859,1nM,strong,0,0,0
chr16,54094760,54094982,1nM,strong,0,0,0
chr16,54424147,54424431,1nM,strong,0,0,0
chr16,54425679,54426014,1nM,strong,0,0,0
chr16,54432325,54432576,1nM,strong,0,0,0
chr16,56370777,56371244,1nM,strong,0,0,0
chr16,56373182,56373370,1nM,strong,0,0,0
chr16,57622702,57623044,1nM,strong,0,0,0
chr16,66278103,66278372,1nM,strong,0,0,0
chr16,68328144,68328336,1nM,strong,0,0,0
chr16,68416630,68416858,1nM,strong,0,0,0
chr16,68707858,68708194,1nM,strong,0,1,0
chr16,68745675,68745979,1nM,strong,0,1,0
chr16,72914371,72914594,1nM,strong,0,0,0
chr16,72929428,72929768,1nM,strong,0,0,0
chr16,72936018,72936349,1nM,strong,0,0,0
chr16,73015656,73016005,1nM,strong,0,0,0
chr16,73055413,73055649,1nM,strong,0,0,0
chr16,79037536,79037941,1nM,strong,0,0,0
chr16,79171829,79172137,1nM,strong,0,0,0
chr16,80615758,80616115,1nM,strong,0,0,0
chr16,82137217,82137633,1nM,strong,0,0,0
chr16,82138527,82138742,1nM,strong,0,0,0
chr16,82152625,82152932,1nM,strong,0,0,0
chr16,84724595,84724917,1nM,strong,0,0,0
chr16,84786600,84786883,1nM,strong,0,0,0
chr16,85144404,85144668,1nM,strong,0,0,0
chr16,85147306,85147757,1nM,strong,0,0,0
chr16,85282232,85282688,1nM,strong,0,1,0
chr16,85288178,85288619,1nM,strong,0,1,0
chr16,85288915,85289299,1nM,strong,0,0,0
chr16,85306124,85306454,1nM,strong,0,0,0
chr16,85311298,85311507,1nM,strong,0,0,0
chr16,85311913,85312157,1nM,strong,0,0,0
chr16,85462145,85462350,1nM,strong,0,0,0
chr16,85465957,85466352,1nM,strong,0,0,0
chr16,85472658,85472874,1nM,strong,0,0,0
chr16,85475319,85475581,1nM,strong,0,0,0
chr16,85491688,85492249,1nM,strong,0,0,0
chr16,85520924,85521331,1nM,strong,0,0,0
chr16,85746334,85746662,1nM,strong,0,1,0
chr16,85753403,85753782,1nM,strong,0,0,0
chr16,86193838,86194090,1nM,strong,0,0,0
chr16,87790015,87790254,1nM,strong,0,0,0
chr16,87807020,87807264,1nM,strong,0,0,0
chr16,88760849,88761048,1nM,strong,0,0,0
chr16,88763388,88763853,1nM,strong,0,0,0
chr16,88927074,88927641,1nM,strong,0,0,0
chr16,88928261,88928813,1nM,strong,0,0,0
chr16,89153963,89154214,1nM,strong,0,0,0
chr17,4533718,4534009,1nM,strong,0,0,0
chr17,4534332,4534638,1nM,strong,0,0,0
chr17,5883917,5884125,1nM,strong,0,0,0
chr17,6676103,6676378,1nM,strong,0,0,0
chr17,7351863,7352088,1nM,strong,0,0,0
chr17,16922865,16923114,1nM,strong,0,0,0
chr17,27247450,27247683,1nM,strong,0,0,0
chr17,27332494,27332786,1nM,strong,0,0,0
chr17,28498039,28498271,1nM,strong,0,0,0
chr17,28499851,28500221,1nM,strong,0,0,0
chr17,28525376,28525672,1nM,strong,0,0,0
chr17,28532916,28533189,1nM,strong,0,0,0
chr17,28536791,28537417,1nM,strong,0,0,0
chr17,31566500,31566919,1nM,strong,0,0,1
chr17,31655041,31655353,1nM,strong,0,0,0
chr17,39812561,39812767,1nM,strong,0,0,0
chr17,40311305,40311570,1nM,strong,0,0,0
chr17,40314620,40314809,1nM,strong,0,0,0
chr17,40322285,40322619,1nM,strong,0,0,0
chr17,40448684,40449014,1nM,strong,0,0,0
chr17,40549318,40549503,1nM,strong,0,0,0
chr17,40576069,40576594,1nM,strong,0,0,0
chr17,40582327,40582568,1nM,strong,0,0,0
chr17,40686177,40686495,1nM,strong,0,1,0
chr17,40687176,40687796,1nM,strong,0,0,0
chr17,40701085,40701375,1nM,strong,0,0,0
chr17,41506685,41507034,1nM,strong,0,0,0
chr17,41525685,41525896,1nM,strong,0,0,0
chr17,41536019,41536286,1nM,strong,0,0,0
chr17,41793263,41793491,1nM,strong,0,0,0
chr17,44218184,44218362,1nM,strong,0,0,0
chr17,45043153,45043555,1nM,strong,0,1,0
chr17,45901135,45901432,1nM,strong,0,0,0
chr17,47674048,47674331,1nM,strong,0,0,0
chr17,47693151,47693458,1nM,strong,0,0,0
chr17,49887692,49887902,1nM,strong,0,0,0
chr17,50266876,50267066,1nM,strong,0,0,0
chr17,50317280,50317629,1nM,strong,0,0,0
chr17,50655793,50656056,1nM,strong,0,0,0
chr17,50944331,50944843,1nM,strong,0,0,0
chr17,50948227,50948486,1nM,strong,0,0,0
chr17,50950030,50950311,1nM,strong,0,0,0
chr17,56173874,56174212,1nM,strong,0,0,0
chr17,57085616,57085975,1nM,strong,0,0,0
chr17,57340578,57340999,1nM,strong,0,0,0
chr17,57342858,57343278,1nM,strong,0,0,0
chr17,57357411,57358047,1nM,strong,0,0,0
chr17,57375777,57376147,1nM,strong,0,0,0
chr17,57834156,57834473,1nM,strong,0,0,0
chr17,57899827,57900138,1nM,strong,0,0,0
chr17,57955630,57955852,1nM,strong,0,0,0
chr17,58639674,58640017,1nM,strong,0,0,0
chr17,58640374,58640562,1nM,strong,0,0,0
chr17,59332233,59332467,1nM,strong,0,0,0
chr17,60345120,60345484,1nM,strong,0,0,0
chr17,60346852,60347360,1nM,strong,1,1,0
chr17,61254390,61254570,1nM,strong,0,1,0
chr17,61399310,61399655,1nM,strong,0,0,0
chr17,61401895,61402385,1nM,strong,0,0,0
chr17,61403419,61403632,1nM,strong,0,0,0
chr17,61414875,61415119,1nM,strong,0,0,0
chr17,61450227,61450454,1nM,strong,0,0,0
chr17,61723120,61723646,1nM,strong,0,0,0
chr17,62804829,62805094,1nM,strong,0,0,0
chr17,63435650,63435920,1nM,strong,0,0,0
chr17,66952240,66952652,1nM,strong,0,0,0
chr17,67467549,67467915,1nM,strong,0,0,0
chr17,68292244,68292494,1nM,strong,0,0,0
chr17,68328932,68329159,1nM,strong,0,0,0
chr17,72517821,72518077,1nM,strong,0,0,0
chr17,72617950,72618320,1nM,strong,0,0,0
chr17,72640473,72640810,1nM,strong,0,0,0
chr17,73612164,73612457,1nM,strong,0,0,0
chr17,74744857,74745091,1nM,strong,0,0,0
chr17,74758300,74758597,1nM,strong,0,0,0
chr17,74760644,74761018,1nM,strong,0,0,0
chr17,74769751,74770152,1nM,strong,0,0,0
chr17,74982700,74982907,1nM,strong,0,0,0
chr17,75549444,75549646,1nM,strong,0,0,0
chr17,77126515,77126798,1nM,strong,0,0,0
chr17,77283354,77283581,1nM,strong,0,0,0
chr17,77286335,77286760,1nM,strong,0,0,0
chr17,77287003,77287285,1nM,strong,0,0,0
chr17,78421126,78421759,1nM,strong,0,0,0
chr17,79812987,79813299,1nM,strong,0,0,0
chr17,79844576,79844781,1nM,strong,0,0,0
chr17,79893188,79893398,1nM,strong,0,0,0
chr17,79992478,79992698,1nM,strong,0,0,0
chr17,80030757,80031038,1nM,strong,0,0,0
chr17,80047229,80047579,1nM,strong,0,0,0
chr17,80394688,80394972,1nM,strong,0,0,0
chr17,82101066,82101443,1nM,strong,0,0,0
chr17,82103721,82104213,1nM,strong,0,0,0
chr17,82234908,82235141,1nM,strong,0,0,0
chr17,82522066,82522253,1nM,strong,0,0,1
chr17,82888899,82889376,1nM,strong,0,0,0
chr17,82892990,82893326,1nM,strong,0,0,0
chr17,83180995,83181254,1nM,strong,0,0,0
chr17,83189778,83190013,1nM,strong,0,0,0
chr18,106868,107411,1nM,strong,0,0,0
chr18,109277,110101,1nM,strong,0,0,0
chr18,110665,110978,1nM,strong,0,0,0
chr18,111409,111705,1nM,strong,0,0,0
chr18,499395,499852,1nM,strong,0,0,0
chr18,2385591,2385800,1nM,strong,0,0,0
chr18,3045513,3045717,1nM,strong,0,0,0
chr18,3689080,3689549,1nM,strong,0,0,0
chr18,5410640,5410840,1nM,strong,0,0,0
chr18,5787957,5788277,1nM,strong,0,0,0
chr18,6510127,6510374,1nM,strong,0,0,0
chr18,9757659,9758107,1nM,strong,0,0,0
chr18,9804089,9804481,1nM,strong,0,0,0
chr18,9808542,9808841,1nM,strong,0,0,0
chr18,10122035,10122584,1nM,strong,0,0,0
chr18,10132008,10132385,1nM,strong,0,0,0
chr18,11268998,11269301,1nM,strong,0,0,0
chr18,13223584,13223918,1nM,strong,0,0,0
chr18,13394954,13395431,1nM,strong,0,0,0
chr18,13539794,13540162,1nM,strong,0,0,0
chr18,23627104,23627645,1nM,strong,0,0,0
chr18,23629438,23629886,1nM,strong,0,0,0
chr18,26575450,26575682,1nM,strong,0,0,0
chr18,26745432,26745647,1nM,strong,0,0,0
chr18,36099386,36099646,1nM,strong,0,0,0
chr18,45802683,45803020,1nM,strong,0,0,0
chr18,48123944,48124268,1nM,strong,0,0,0
chr18,48308233,48308508,1nM,strong,0,0,0
chr18,48453516,48453724,1nM,strong,0,0,0
chr18,48548298,48548538,1nM,strong,0,0,0
chr18,48974658,48974918,1nM,strong,0,0,0
chr18,48982979,48983311,1nM,strong,0,0,0
chr18,48990849,48991238,1nM,strong,0,0,0
chr18,48996990,48997249,1nM,strong,0,0,0
chr18,49021625,49021880,1nM,strong,0,0,0
chr18,57581520,57581700,1nM,strong,0,0,0
chr18,57793687,57794033,1nM,strong,0,0,0
chr18,59954320,59954563,1nM,strong,0,0,0
chr18,63132591,63132769,1nM,strong,0,0,0
chr18,63155678,63155956,1nM,strong,0,0,0
chr18,63156231,63156428,1nM,strong,0,0,0
chr18,63225752,63226061,1nM,strong,0,0,0
chr18,63241386,63241947,1nM,strong,0,0,0
chr18,63254712,63255168,1nM,strong,0,0,0
chr18,63257338,63257637,1nM,strong,0,0,0
chr18,63259548,63259807,1nM,strong,0,0,0
chr18,74242654,74243051,1nM,strong,0,0,0
chr18,74283787,74284074,1nM,strong,0,1,0
chr18,74546803,74547019,1nM,strong,0,0,0
chr18,76857550,76857805,1nM,strong,0,0,0
chr18,77054766,77055062,1nM,strong,0,0,0
chr18,77055201,77055384,1nM,strong,0,0,0
chr18,78893588,78893901,1nM,strong,0,0,0
chr18,78894139,78894356,1nM,strong,0,0,0
chr18,79062898,79063152,1nM,strong,0,0,0
chr18,79405267,79405719,1nM,strong,0,0,0
chr19,1181567,1182180,1nM,strong,0,0,0
chr19,1185649,1185921,1nM,strong,0,0,0
chr19,1513135,1513650,1nM,strong,0,0,0
chr19,2489335,2489543,1nM,strong,0,0,0
chr19,2525024,2525339,1nM,strong,0,0,0
chr19,2576197,2576548,1nM,strong,0,0,1
chr19,2579098,2579523,1nM,strong,0,0,0
chr19,3387709,3387942,1nM,strong,0,0,0
chr19,3389996,3390276,1nM,strong,0,1,0
chr19,4536750,4537063,1nM,strong,0,0,0
chr19,4539916,4540157,1nM,strong,0,0,0
chr19,4970810,4971092,1nM,strong,0,0,0
chr19,4971717,4971935,1nM,strong,0,0,0
chr19,4991641,4991910,1nM,strong,0,0,0
chr19,4992024,4992271,1nM,strong,0,0,0
chr19,7904175,7904413,1nM,strong,0,0,0
chr19,10501960,10502155,1nM,strong,0,0,0
chr19,11696766,11697071,1nM,strong,0,0,1
chr19,15479464,15479728,1nM,strong,0,0,0
chr19,15480143,15480392,1nM,strong,0,0,0
chr19,15488568,15488973,1nM,strong,0,0,0
chr19,15562947,15563190,1nM,strong,0,0,0
chr19,16463965,16464260,1nM,strong,0,0,0
chr19,18489178,18489400,1nM,strong,0,0,0
chr19,18832609,18833062,1nM,strong,0,0,0
chr19,19063264,19063601,1nM,strong,0,0,0
chr19,23400329,23400812,1nM,strong,0,0,0
chr19,23822905,23823192,1nM,strong,0,0,0
chr19,29671391,29671675,1nM,strong,0,0,0
chr19,30698511,30699001,1nM,strong,0,0,0
chr19,32222713,32222969,1nM,strong,0,0,0
chr19,33541708,33542222,1nM,strong,0,0,0
chr19,33580364,33580691,1nM,strong,0,0,0
chr19,33629571,33629800,1nM,strong,0,0,0
chr19,35000347,35000614,1nM,strong,0,0,0
chr19,35317429,35317820,1nM,strong,0,0,0
chr19,35319131,35319357,1nM,strong,0,0,0
chr19,37966786,37967025,1nM,strong,0,0,0
chr19,38298925,38299607,1nM,strong,0,0,1
chr19,38321614,38321950,1nM,strong,0,0,0
chr19,38683635,38683915,1nM,strong,0,0,0
chr19,39130384,39130735,1nM,strong,0,0,0
chr19,39150982,39151282,1nM,strong,0,0,0
chr19,39409548,39409767,1nM,strong,0,0,0
chr19,40466073,40466482,1nM,strong,0,0,0
chr19,40480229,40480485,1nM,strong,1,0,1
chr19,40920923,40921823,1nM,strong,0,0,0
chr19,44718569,44718847,1nM,strong,0,0,0
chr19,44742070,44742309,1nM,strong,0,0,0
chr19,44742863,44743080,1nM,strong,0,0,0
chr19,46784731,46784934,1nM,strong,0,0,0
chr19,47096089,47096593,1nM,strong,0,0,0
chr19,47723518,47723705,1nM,strong,0,1,1
chr19,48553866,48554181,1nM,strong,0,0,0
chr19,48554685,48554927,1nM,strong,0,1,0
chr19,49570676,49570889,1nM,strong,0,0,0
chr19,51044425,51044672,1nM,strong,0,0,0
chr19,54096968,54097220,1nM,strong,0,0,0
chr19,57814039,57814313,1nM,strong,0,0,0
chr2,260865,261338,1nM,strong,0,0,0
chr2,3222706,3222966,1nM,strong,0,0,0
chr2,6917754,6918098,1nM,strong,0,0,0
chr2,7748996,7749245,1nM,strong,0,0,0
chr2,8525484,8525692,1nM,strong,0,0,0
chr2,10021792,10022053,1nM,strong,0,0,0
chr2,10757254,10757945,1nM,strong,0,1,0
chr2,11122315,11122672,1nM,strong,0,0,0
chr2,11494602,11494905,1nM,strong,0,0,0
chr2,11497980,11498231,1nM,strong,0,0,1
chr2,11498530,11498922,1nM,strong,0,0,0
chr2,11501270,11501524,1nM,strong,0,1,0
chr2,11512728,11513040,1nM,strong,0,0,0
chr2,11530990,11531315,1nM,strong,0,0,0
chr2,11532359,11532692,1nM,strong,0,0,0
chr2,11539485,11540030,1nM,strong,0,0,0
chr2,11550988,11551207,1nM,strong,0,0,0
chr2,11558690,11558908,1nM,strong,0,0,0
chr2,14178819,14179163,1nM,strong,0,0,0
chr2,15142749,15143194,1nM,strong,0,0,0
chr2,16506315,16506634,1nM,strong,0,0,0
chr2,20071630,20072140,1nM,strong,0,0,0
chr2,20114018,20114279,1nM,strong,0,0,0
chr2,20351610,20351822,1nM,strong,0,0,0
chr2,20374987,20375215,1nM,strong,0,0,0
chr2,20381347,20381682,1nM,strong,0,0,0
chr2,20474216,20474629,1nM,strong,0,0,0
chr2,20474868,20475334,1nM,strong,0,0,0
chr2,24084247,24084447,1nM,strong,0,0,0
chr2,26758044,26758258,1nM,strong,0,0,0
chr2,28377213,28377512,1nM,strong,0,0,0
chr2,38076065,38076566,1nM,strong,0,0,0
chr2,38096275,38096527,1nM,strong,0,0,0
chr2,39180280,39180660,1nM,strong,0,0,0
chr2,41774225,41774799,1nM,strong,0,1,0
chr2,41775785,41776081,1nM,strong,0,0,0
chr2,42342517,42342835,1nM,strong,0,0,0
chr2,42784610,42784922,1nM,strong,0,0,0
chr2,42788833,42789236,1nM,strong,0,0,0
chr2,43273648,43273900,1nM,strong,0,0,0
chr2,43276600,43276846,1nM,strong,0,0,0
chr2,45752544,45752899,1nM,strong,0,0,0
chr2,45753470,45753699,1nM,strong,0,0,0
chr2,45820751,45820940,1nM,strong,0,0,0
chr2,55163871,55164101,1nM,strong,0,0,0
chr2,62858371,62858598,1nM,strong,0,0,0
chr2,64906826,64907355,1nM,strong,0,0,0
chr2,64975365,64975739,1nM,strong,0,0,0
chr2,65300238,65300476,1nM,strong,0,0,0
chr2,66554221,66554464,1nM,strong,0,0,0
chr2,70258589,70258819,1nM,strong,0,0,0
chr2,70381909,70382355,1nM,strong,0,0,0
chr2,70616282,70616576,1nM,strong,0,0,0
chr2,74441928,74442226,1nM,strong,0,0,0
chr2,74845249,74845579,1nM,strong,0,0,0
chr2,74845868,74846071,1nM,strong,0,0,0
chr2,74897894,74898210,1nM,strong,0,0,0
chr2,75153453,75153652,1nM,strong,0,0,0
chr2,85517095,85517382,1nM,strong,0,0,0
