"chrom","start","end","nearest_alu_subfamily","distance","set","dose","overlaps_alu"
"chr21",40318597,40318989,"AluSq",768,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",40324453,40325065,"AluSq2",323,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",41148950,41149616,"AluJo",2951,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",41322166,41322359,"AluJo",1756,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",41583329,41583587,"AluJb",2217,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",41605545,41605921,"AluSx1",493,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",41681269,41681450,"AluSc8",1192,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",42056507,42056853,"AluJb",1453,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",42060035,42060344,"AluJb",227,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",42085931,42086526,"AluSz",158,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",42319597,42319829,"AluSz",267,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",42366343,42367002,"AluSx1",32,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",42375499,42375805,"AluJr",2903,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",42376305,42376661,"AluJr",2047,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",42390798,42391073,"AluSq",45,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",42516277,42516526,"AluSz6",220,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",43006630,43007231,"AluSx",206,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",43343122,43343300,"AluSx1",7914,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",43344504,43344807,"AluSx1",9296,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",43587181,43587437,"AluSp",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr21",44764770,44765065,"AluY",4314,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",45073353,45073647,"FRAM",434,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",45327299,45327496,"AluSx1",5132,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",45330211,45330607,"AluSq2",7317,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",45352857,45353121,"AluSq2",317,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",45386731,45387083,"AluSz",2188,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",45403335,45403536,"AluY",2193,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",45421781,45422014,"AluSp",779,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",45542893,45543141,"AluSx1",5321,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",45868248,45868564,"AluJb",5228,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",46200965,46201224,"AluY",576,"SetA_ER_H3K27ac","1nM",FALSE
"chr21",46294578,46294807,"AluSp",1906,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",18119631,18120050,"AluY",1830,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",19749442,19749646,"AluJr",7896,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",20885002,20885214,"AluSp",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",20887500,20887885,"AluSx4",256,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",20916750,20917093,"AluSx1",191,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",23192203,23192612,"AluJr",969,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",24195789,24196071,"AluJb",12,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",24206914,24207226,"AluYm1",301,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",24352084,24352492,"AluYc",86,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",24392465,24392681,"AluSc8",1292,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",24402764,24403089,"FLAM_A",757,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",24526143,24526502,"AluSz6",577,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",24531998,24532512,"AluY",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",24531998,24532512,"AluSx1",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",25400872,25401119,"AluY",311,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",25930822,25931176,"AluJb",70,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",25942988,25943339,"AluSq2",368,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",27345411,27345672,"AluY",653,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",27799636,27799949,"AluJr",12157,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",28790746,28790990,"AluSx4",7,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",28813649,28814075,"AluSz",21,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",28818736,28818925,"AluJb",349,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",28819418,28820056,"AluJb",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",28819418,28820056,"AluJr",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",28822926,28823209,"AluSz6",355,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",28823809,28824093,"AluSx",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",29378111,29378429,"AluJb",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",29385584,29385893,"AluJr",185,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",29386146,29386514,"AluJr",747,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",29481756,29482069,"AluSx3",930,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",29482519,29482702,"AluSx3",297,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",29517117,29517868,"AluSz",159,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",29798809,29799155,"AluJb",636,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",30291098,30291397,"AluSx1",6997,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",30298375,30298611,"AluSq2",1075,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",30536419,30536719,"AluSx1",24,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",33540303,33540649,"AluJb",206,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",33860382,33860563,"AluJo",92,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",33865303,33865532,"AluJb",301,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",34283220,34283424,"AluSx1",3230,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",35299323,35299501,"AluSx",596,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",36465750,36465998,"AluSx",960,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",37189137,37189462,"AluJo",2070,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",37196847,37197141,"AluSc8",3112,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",37197784,37198060,"AluSc8",2193,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",37570155,37570614,"AluSq2",1736,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",38180941,38181213,"AluSz",1144,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",38222880,38223082,"AluY",1024,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",39290741,39290986,"AluSx1",1565,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",39292877,39293183,"AluSx4",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",39299941,39300207,"AluSx1",692,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",39300403,39300639,"AluSx1",260,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",39482834,39483126,"AluSp",87,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",40721245,40721508,"AluSz6",224,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",40729042,40729252,"FLAM_C",82,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",40732752,40733037,"AluJr",169,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",41381042,41381301,"AluSx1",589,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",42734506,42734773,"AluSx1",158,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",42800845,42801132,"AluSz",299,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",43378396,43378658,"AluSz",328,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",43391260,43391653,"AluSx1",357,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",44455416,44455620,"AluSx1",655,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",44759672,44760063,"AluSg",1245,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",45279727,45279964,"AluJb",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",45280712,45280894,"AluSz",73,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",46465782,46466078,"AluY",1464,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",46488934,46489138,"AluY",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",46491954,46492246,"AluSx",30,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",48090158,48090390,"AluSx4",1841,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",48254400,48254716,"AluSq10",989,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",48586058,48586302,"AluSx1",4542,"SetA_ER_H3K27ac","1nM",FALSE
"chr22",49857647,49858002,"AluSx1",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr22",49857647,49858002,"AluSx3",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",4355687,4355993,"AluJb",314,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",4581691,4581997,"AluY",1466,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",4714059,4714281,"AluSx",1290,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",4750210,4750524,"FLAM_A",2158,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",4978336,4978642,"AluSq2",2600,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",5026256,5026452,"AluSz",268,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",8318073,8318377,"AluYm1",1693,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",8329871,8330204,"AluSc",10218,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",13476196,13476467,"AluSq2",596,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",14256626,14256938,"AluJb",125,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",14412948,14413218,"AluSz6",296,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",15292839,15293213,"AluSp",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",15636142,15636362,"AluSz",3466,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",15637588,15637770,"AluSz",2058,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",30354548,30354824,"AluSz",18309,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",30355169,30355666,"AluSz",18930,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",31948039,31948286,"AluY",1101,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",32110329,32110595,"AluY",113,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",33718319,33718530,"AluSg",630,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",33798089,33798417,"AluSz6",1071,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",34016356,34016558,"AluJo",1589,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",39982836,39983168,"AluSp",3169,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",43185272,43186051,"AluSx",2111,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",43769953,43770393,"AluYe5",4115,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",45987818,45988120,"AluSc",2662,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",46443157,46443423,"FLAM_C",3238,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",46660862,46661149,"AluSz",374,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",46664841,46665048,"AluSz",3029,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",46665728,46666060,"AluJb",2990,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",46666630,46667020,"AluJb",2030,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",47164221,47164508,"AluSx",705,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",50127013,50127592,"AluSq2",133,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",50605129,50605362,"AluJb",6121,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",52240717,52241014,"FLAM_C",279,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",52246215,52246523,"AluSz",1348,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",52432843,52433154,"AluSx",1865,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",53145308,53145558,"AluSz",730,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",57029659,57030184,"AluSp",217,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",57039413,57039971,"AluSc8",225,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",57041517,57041772,"AluY",930,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",58040126,58040344,"AluSq2",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",58051776,58051990,"AluSq2",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",58052533,58052818,"AluSq2",347,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",58065696,58065914,"AluSq2",289,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",58096892,58097165,"AluSx1",86,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",58103036,58103272,"AluJb",2019,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",58467231,58467539,"AluSz",137,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",61706331,61706521,"AluSq10",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",61707609,61707808,"AluJb",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",61708084,61708503,"AluJb",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",61708084,61708503,"AluY",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",61805474,61805785,"AluSx3",3435,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",61807264,61807542,"AluSx3",5225,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",61807770,61808174,"AluSx",5040,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",61841369,61841662,"AluSx1",289,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",61853566,61853972,"AluSx1",3111,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",62177121,62177648,"AluJb",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",63562049,63562642,"AluSg",1550,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",63913621,63913811,"AluSc8",1108,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",63932829,63933232,"FLAM_C",1592,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",64491405,64491729,"AluJr",2829,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",64501537,64501720,"AluY",782,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",64612853,64613664,"AluSc8",1754,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",65953401,65953634,"AluYj4",564,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",66416046,66416333,"AluY",1624,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",66475577,66475884,"AluSq2",933,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",66477180,66477440,"AluSq2",2536,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",66483354,66483663,"AluJb",1210,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",71065178,71065361,"AluJr",2254,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",71110951,71111241,"AluSq2",156,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",85262990,85263202,"AluSz",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",87367726,87368067,"AluSx3",916,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",96192995,96193227,"AluSc",664,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",100104145,100104459,"AluY",9159,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",100865079,100865304,"AluSx",1465,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",100874859,100875051,"AluSq2",1647,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",107824040,107824264,"AluSz6",3403,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",107824514,107824825,"AluSz6",3877,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",107825643,107825944,"AluSq2",2946,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",107826542,107826863,"AluSq2",2027,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",107940831,107941034,"AluYm1",5575,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",107986606,107986947,"AluJo",3699,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",107999329,107999941,"AluY",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",108000944,108001207,"Alu",869,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",108006171,108006488,"AluJb",272,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",120349484,120349686,"AluJb",1082,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",120661242,120661595,"AluSx1",443,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",122568450,122568674,"AluSp",143,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",123621943,123622300,"AluJr",1768,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",123626981,123627239,"AluY",1157,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",123627749,123627995,"AluY",1925,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",124266541,124266855,"AluSz",403,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",125062760,125063457,"AluJo",1722,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",125924791,125925046,"AluJb",930,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",126130189,126130401,"AluSx1",6633,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",126211784,126212066,"AluY",4677,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",127632405,127632622,"AluSq2",1528,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",129369129,129369378,"AluJb",70,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",129878509,129878770,"AluSq2",247,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",129971498,129971741,"AluJo",505,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",132029143,132029416,"AluSz",4761,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",133019189,133019517,"AluYj4",1074,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",133428616,133428909,"AluSx",3684,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",133448676,133449046,"AluJb",552,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",133452996,133453292,"FAM",885,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",133456086,133456458,"AluJo",10,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",133456577,133457268,"AluJo",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",133461250,133461840,"AluJr",695,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",134327628,134327908,"AluSx4",1312,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",140941476,140941654,"AluSq2",2498,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",141426924,141427188,"AluSq2",1306,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",146115708,146115948,"AluSc",2840,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",146160538,146160734,"AluY",2415,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",148734383,148734583,"AluYa5",1345,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",149507671,149507981,"AluSx1",742,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",150237554,150237909,"AluSq2",2413,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",150238269,150238721,"AluSq2",1601,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",150240740,150241114,"AluSq2",115,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",150278834,150279111,"AluJo",594,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",150722831,150723088,"AluSz",160,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",150737213,150737685,"AluSz",2721,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",150756517,150756953,"AluSx3",569,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",150844541,150844941,"AluJo",3977,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",151085276,151085493,"AluY",813,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",154090068,154090270,"AluSz",346,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",154218730,154219111,"AluSx1",202,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",156542360,156542641,"AluSq2",736,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",156637787,156638011,"AluSx1",611,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",156812498,156812937,"AluJo",1779,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",157500260,157500479,"AluSz",5345,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",161272614,161272908,"AluJb",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",161339524,161340045,"AluYg6",7008,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",164302108,164302331,"AluSc",2283,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",164380246,164380571,"AluY",572,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",164634809,164635258,"AluY",1391,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",165331618,165331896,"AluSz",893,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",165333297,165333508,"AluSx1",2314,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",168671192,168671447,"AluSp",641,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",168870814,168871103,"AluSq2",872,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",169613416,169613740,"FLAM_A",977,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",169949018,169949264,"AluJb",220,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",170049444,170049640,"AluSq2",423,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",170334823,170335145,"AluSx1",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",170334823,170335145,"AluSc8",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",172804502,172804766,"AluJb",397,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",175127119,175127469,"FLAM_A",269,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",175136714,175136944,"AluSx",664,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",175685851,175686108,"AluJo",1041,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",176953696,176954199,"AluSz",491,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",182524753,182525308,"AluSg7",240,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",182699837,182700188,"AluJo",642,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",183845737,183846043,"AluSp",166,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",184597949,184598199,"AluSx",1091,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",185205996,185206282,"AluSx",265,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",185211619,185211850,"AluSg4",969,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",186772734,186773027,"AluSx1",442,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",187928725,187929005,"AluSz6",2457,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",188175864,188176202,"AluSx1",482,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",188283017,188283589,"AluSx",176,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189099121,189099362,"AluSp",12367,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189173708,189174002,"AluSx",154,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189311524,189311803,"AluYc",418,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189322630,189322854,"AluSx1",5343,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189458468,189458811,"AluSg",5424,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189641830,189642087,"AluSq2",933,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189772973,189773239,"AluY",677,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189842637,189843283,"AluSx",879,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189944403,189944688,"AluSp",1000,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",189944912,189945218,"AluSp",470,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",193207900,193208198,"AluSc8",1893,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",193870404,193870760,"AluSq2",936,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",193872344,193872616,"AluSc",205,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",193878557,193878802,"AluJr",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr3",193879531,193880266,"AluSx1",312,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",193921421,193921848,"AluYc",726,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",194158970,194159354,"AluJb",352,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",194168319,194168750,"AluJb",4866,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",194270573,194270903,"AluSq",38,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",194323930,194324335,"AluSc",371,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",194494370,194494560,"AluSx1",37,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",194495092,194495312,"AluSq2",129,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",194875843,194876097,"AluSx1",1809,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",196147101,196147502,"AluJo",75,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",196287318,196287654,"AluSp",386,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",196754916,196755213,"AluSp",245,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",197352371,197352601,"AluSg",159,"SetA_ER_H3K27ac","1nM",FALSE
"chr3",197353108,197353521,"AluSg",896,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",997821,998095,"AluY",869,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",1245455,1245808,"AluSq2",6300,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",1813274,1813460,"AluSx",885,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",1826029,1826222,"AluSz6",1694,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",2363990,2364214,"AluJr",3918,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",2419343,2419841,"AluSx1",1510,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",2422614,2422876,"AluJr",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr4",2937155,2937399,"AluSp",850,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",3111538,3111791,"AluSx",59,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",3461014,3461905,"AluY",4492,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",3463213,3463669,"AluY",6691,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",3484915,3485213,"AluSx1",4283,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",3827547,3827850,"AluY",4075,"SetA_ER_H3K27ac","1nM",FALSE
